City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Corrente,BR,-3.7367,-43.3394,72.88,83,16,3.76,few clouds
473,Siavonga,ZM,-16.5382,28.7088,62.91,55,0,3.78,clear sky
474,Lasa,IT,46.6166,10.7002,63.48,81,53,2.51,broken clouds
475,Khorramshahr,IR,30.4397,48.1664,91.36,24,0,6.91,clear sky
476,Rawson,AR,-43.3002,-65.1023,49.82,76,54,8.41,broken clouds
477,Vermilion,US,40.1667,-87.7506,99.19,41,0,12.66,clear sky
478,Soyo,AO,-6.1349,12.3689,72.72,87,14,8.95,few clouds
479,Port-Gentil,GA,-0.7193,8.7815,76.96,83,40,11.5,scattered clouds
480,Haapiti,PF,-17.5667,-149.8667,83.93,70,8,20.78,clear sky
481,Angoche,MZ,-16.2325,39.9086,70.48,87,25,3.91,scattered clouds
482,Posse,BR,-14.0931,-46.3694,74.05,58,92,12.41,overcast clouds
483,Henties Bay,NA,-22.116,14.2845,56.03,81,0,10.33,clear sky
484,Mackay,AU,-21.15,149.2,71.69,70,100,9.19,overcast clouds
485,Banposh,IN,22.25,84.8,80.28,75,100,4.59,overcast clouds
486,Hauterive,FR,46.0901,3.4459,66.96,63,17,4.0,few clouds
487,Mbanza-Ngungu,CD,-5.25,14.8667,65.97,71,82,3.69,broken clouds
488,Saldanha,ZA,-33.0117,17.9442,48.25,70,5,9.53,clear sky
489,Iracoubo,GF,5.4802,-53.2011,77.83,81,67,7.92,broken clouds
490,Kekri,IN,25.9667,75.15,86.32,54,52,10.42,broken clouds
491,Oktyabrskiy,RU,54.4815,53.471,55.08,89,4,4.29,clear sky
492,Iberia,US,29.9502,-91.7507,91.06,58,0,11.5,clear sky
493,Mogocha,RU,53.7333,119.7667,65.19,52,61,3.4,broken clouds
494,Mezhova,UA,48.2532,36.7347,59.72,94,97,2.62,overcast clouds
495,Ranong,TH,9.9658,98.6348,75.13,88,97,2.33,overcast clouds
496,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.06,97,100,0.94,overcast clouds
497,San-Pedro,CI,4.7485,-6.6363,76.91,86,100,8.77,overcast clouds
498,Anadyr,RU,64.75,177.4833,39.7,69,20,13.42,few clouds
499,Bulanash,RU,57.2783,61.9965,50.49,81,33,6.58,scattered clouds
500,Maarianhamina,AX,60.0973,19.9348,48.06,87,0,3.44,clear sky
501,Fare,PF,-16.7,-151.0167,80.33,70,67,22.01,broken clouds
502,Aklavik,CA,68.2191,-135.0107,62.42,34,3,7.63,clear sky
503,Gravdal,NO,68.1214,13.5031,47.25,85,100,9.35,overcast clouds
504,Nuevo Progreso,MX,23.1667,-97.95,80.47,63,100,12.3,overcast clouds
505,Almenara,BR,-16.1836,-40.6944,70.07,63,98,1.97,overcast clouds
506,Arua,UG,3.0201,30.9111,62.13,84,67,4.36,broken clouds
507,Mount Isa,AU,-20.7333,139.5,60.57,39,0,4.61,clear sky
508,Dicabisagan,PH,17.0818,122.4157,81.9,79,72,1.95,light rain
509,Kharp,RU,66.8014,65.8081,54.3,65,34,1.99,scattered clouds
510,Soure,BR,-0.7167,-48.5233,77.95,84,79,11.99,broken clouds
511,Tevaitoa,PF,-16.7833,-151.5,80.1,73,41,22.55,light rain
512,Nikki,BJ,9.9401,3.2108,74.08,90,95,5.35,light rain
513,Daytona Beach,US,29.2108,-81.0228,89.11,74,20,13.8,few clouds
514,Catia La Mar,VE,10.6038,-67.0303,80.8,94,75,4.61,broken clouds
515,Piacabucu,BR,-10.4056,-36.4344,75.09,87,16,9.42,few clouds
516,Ocampo,MX,21.65,-101.5,70.3,44,98,20.76,overcast clouds
517,Srednekolymsk,RU,67.45,153.6833,70.59,26,1,3.04,clear sky
518,Sibolga,ID,1.7427,98.7792,74.79,93,100,2.48,overcast clouds
519,Sao Filipe,CV,14.8961,-24.4956,75.16,74,100,16.44,overcast clouds
520,Riachao Das Neves,BR,-11.7461,-44.91,78.67,46,89,2.06,overcast clouds
521,Tias,ES,28.9611,-13.645,67.68,73,20,16.11,few clouds
522,Westport,US,41.1415,-73.3579,81.95,49,0,10.36,clear sky
523,Miles City,US,46.4083,-105.8406,67.17,32,75,20.71,broken clouds
524,Guerrero Negro,MX,27.9769,-114.0611,70.97,58,0,18.66,clear sky
525,Wenling,CN,28.3669,121.36,72.52,92,100,4.79,overcast clouds
526,Suicheng,CN,33.8963,117.9331,78.01,36,4,4.65,clear sky
527,Vardo,NO,70.3705,31.1107,40.98,87,100,9.22,overcast clouds
528,Esso,RU,55.9333,158.7,51.01,60,7,1.39,clear sky
529,Creston,US,41.0586,-94.3614,88.34,72,1,16.51,clear sky
530,Fairview,US,40.8126,-73.999,83.55,47,0,10.36,clear sky
531,Rorvik,NO,64.8621,11.2373,49.73,94,100,6.6,overcast clouds
532,Astoria,US,46.1879,-123.8313,60.71,65,20,10.36,few clouds
533,Tulagi,SB,-9.0996,160.1476,83.01,73,51,15.41,broken clouds
534,Kaharlyk,UA,49.8623,30.8282,51.28,80,37,7.25,scattered clouds
535,Russell,US,32.3502,-85.1999,76.15,78,20,5.75,light intensity drizzle
536,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,73.8,93,100,8.05,overcast clouds
537,Ukiah,US,39.1502,-123.2078,87.44,33,0,9.22,clear sky
538,Tiquisio,CO,8.5597,-74.2669,77.88,84,93,1.63,overcast clouds
539,Damavand,IR,35.7178,52.065,66.38,22,0,2.82,clear sky
540,Toora-Khem,RU,52.4675,96.11,61.2,70,99,1.32,overcast clouds
541,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,82,98,2.71,overcast clouds
542,Broome,US,42.2506,-75.833,76.69,53,0,9.22,clear sky
543,Pochutla,MX,15.7432,-96.4661,82.22,85,100,3.89,overcast clouds
544,Noyabrsk,RU,63.1994,75.4507,57.11,95,36,7.9,scattered clouds
545,Osa,RU,57.2829,55.4567,57.97,81,93,3.69,overcast clouds
546,Karema,TZ,-6.8205,30.4389,69.22,70,3,3.78,clear sky
547,Amalapuram,IN,16.5833,82.0167,78.6,84,90,2.93,overcast clouds
548,Dalbandin,PK,28.8947,64.4101,89.15,12,0,1.83,clear sky
549,Ambon,ID,-3.6954,128.1814,75.34,94,20,2.3,few clouds
550,Luwuk,ID,-0.9516,122.7875,78.76,84,94,1.43,overcast clouds
551,Alcains,PT,39.9164,-7.4566,74.52,38,0,3.13,clear sky
552,Jishui,CN,33.7333,115.4,78.53,40,0,7.87,clear sky
553,Ouadda,CF,8.0777,22.4007,68.88,91,99,0.87,overcast clouds
554,Waitati,NZ,-45.75,170.5667,47.8,60,54,15.99,broken clouds
555,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,4.56,broken clouds
556,Soller,ES,39.7662,2.7152,78.03,46,40,1.99,scattered clouds
557,Charters Towers,AU,-20.1,146.2667,63.88,74,0,8.61,clear sky
558,Giddalur,IN,15.35,78.9167,80.89,72,99,4.9,overcast clouds
559,Tigil,RU,57.8,158.6667,55.09,55,10,1.68,clear sky
560,Navlya,RU,52.8281,34.4989,51.94,93,10,5.95,clear sky
561,Gondanglegi,ID,-7.7479,112.0132,74.03,92,68,1.61,broken clouds
562,Sambava,MG,-14.2667,50.1667,69.15,90,31,7.92,scattered clouds
563,Konevo,RU,62.1215,39.3192,56.14,74,95,4.7,overcast clouds
564,Epe,NG,6.5841,3.9834,77.04,93,100,5.53,light rain
565,Rudnogorsk,RU,57.2639,103.7519,65.77,55,86,1.23,overcast clouds
566,Pathein,MM,16.7833,94.7333,78.82,90,86,3.69,overcast clouds
567,Juneau,US,58.3019,-134.4197,56.84,87,100,9.22,overcast clouds
568,Geri,CY,35.1,33.4167,70.32,88,0,0.0,clear sky
569,Whitehorse,CA,60.7161,-135.0538,50.81,90,100,6.91,light rain
570,Bone,DE,51.9669,12.1396,55.81,73,47,3.98,scattered clouds
571,Yeniseysk,RU,58.4497,92.1703,63.16,90,35,2.39,scattered clouds
572,Surgut,RU,61.25,73.4167,53.78,100,75,11.18,broken clouds
573,Kall,DE,50.55,6.55,55.9,71,25,1.03,scattered clouds
574,Olga,RU,43.7444,135.2892,61.25,68,71,2.15,light rain
575,Chapais,CA,49.7834,-74.8492,69.58,54,90,6.51,overcast clouds
576,Peniche,PT,39.3558,-9.3811,66.07,91,5,6.4,clear sky
577,Uinskoye,RU,56.8817,56.5813,53.64,87,98,5.48,overcast clouds
578,Kirovskiy,RU,45.0917,133.5136,62.53,72,96,1.05,overcast clouds
579,Samoylovka,RU,51.184,43.7081,60.6,54,6,7.96,clear sky
580,Iquitos,PE,-3.7481,-73.2472,80.64,61,40,2.3,scattered clouds
581,Iwanai,JP,42.9744,140.5089,65.26,41,91,7.23,overcast clouds
582,Kemijarvi,FI,66.7131,27.4306,51.91,80,94,0.09,overcast clouds
583,Vila Do Maio,CV,15.1333,-23.2167,75.99,84,86,15.12,overcast clouds
584,Nanakuli,US,21.3906,-158.1547,84.15,57,75,18.41,broken clouds
585,Verkhnyaya Inta,RU,65.9811,60.3094,56.97,70,100,7.72,overcast clouds
586,Takoradi,GH,4.8845,-1.7554,78.13,86,100,12.19,overcast clouds
587,Sunrise Manor,US,36.2111,-115.0731,96.24,6,0,5.75,clear sky
588,Coihaique,CL,-45.5752,-72.0662,39.15,87,40,6.91,scattered clouds
589,Pizarro,CO,4.9533,-77.366,76.95,88,100,9.19,light rain
590,Victoria Falls,ZW,-17.9235,25.843,55.56,54,0,1.9,clear sky
591,Yar-Sale,RU,66.8333,70.8333,50.61,64,100,8.95,overcast clouds
592,Sillod,IN,20.3,75.65,79.54,67,91,7.4,overcast clouds
593,Gisborne,NZ,-38.6533,178.0042,60.75,60,74,12.93,broken clouds
594,Husavik,IS,66.0449,-17.3389,48.33,88,63,4.09,broken clouds
595,Canyon,US,34.9803,-101.9188,101.79,9,80,20.45,broken clouds
596,Northam,GB,51.0333,-4.2167,52.39,83,18,1.95,few clouds
597,Hollins,US,37.3413,-79.9431,92.34,63,40,9.22,scattered clouds
598,Maues,BR,-3.3836,-57.7186,73.22,97,85,1.48,overcast clouds
599,Kalmunai,LK,7.4167,81.8167,78.89,83,100,6.31,overcast clouds
600,Benguela,AO,-12.5763,13.4055,68.2,69,4,2.57,clear sky
601,Porbandar,IN,21.6422,69.6093,84.88,75,13,10.27,few clouds
602,Heihe,CN,50.2441,127.4902,68.58,69,83,8.16,broken clouds
603,Clinton,US,42.587,-82.9199,82.72,66,75,11.5,broken clouds
604,Tateyama,JP,34.9833,139.8667,62.53,88,75,8.05,light rain
605,Diffa,NE,13.3154,12.6113,86.16,41,34,7.18,scattered clouds
606,Homer,US,59.6425,-151.5483,56.77,73,100,3.0,overcast clouds
607,Shelton,US,41.3165,-73.0932,82.15,49,0,11.5,clear sky
608,Novyy Buh,UA,47.6931,32.5216,57.85,68,46,10.33,scattered clouds
609,Kuching,MY,1.55,110.3333,73.62,100,40,5.01,light rain
610,Verkhoyansk,RU,67.5447,133.385,66.0,46,100,6.11,overcast clouds
611,Puerto Madryn,AR,-42.7692,-65.0385,51.44,61,47,8.23,scattered clouds
612,Mayo,US,38.8876,-76.5119,83.1,76,0,3.44,clear sky
613,Pentecoste,BR,-3.7928,-39.2703,68.85,82,3,3.76,clear sky
614,Muroto,JP,33.2833,134.15,70.34,95,100,14.34,overcast clouds
615,Dourbali,TD,11.8091,15.8632,89.15,39,24,4.45,few clouds
616,Camacha,PT,33.0833,-16.3333,63.82,77,40,8.05,scattered clouds
617,Agadez,NE,19.75,10.25,90.57,21,4,10.36,clear sky
618,Alegrete,BR,-29.7831,-55.7919,55.49,86,0,6.64,clear sky
619,Sakakah,SA,29.9697,40.2064,83.77,25,0,9.62,clear sky
620,Viedma,AR,-40.8135,-62.9967,49.35,75,2,7.49,clear sky
621,Taybad,IR,34.74,60.7756,83.86,24,8,11.01,clear sky
622,Ambilobe,MG,-13.2,49.05,66.94,88,30,3.58,scattered clouds
623,Gillette,US,44.2911,-105.5022,61.95,34,40,21.99,scattered clouds
624,Andenes,NO,69.3143,16.1194,44.58,87,75,9.22,broken clouds
625,Molina,CL,-35.1167,-71.2833,53.33,76,100,3.44,fog
626,Nemuro,JP,43.3236,145.575,52.92,78,14,14.54,few clouds
627,Ponta Delgada,PT,37.7333,-25.6667,65.5,77,20,5.75,few clouds
628,Farah,AF,32.5,62.5,86.25,12,18,4.65,few clouds
629,Misratah,LY,32.3754,15.0925,73.54,69,0,2.19,clear sky
630,Marsa Matruh,EG,31.3525,27.2453,72.66,86,0,8.61,clear sky
631,Pokosnoye,RU,55.5258,101.0536,67.41,61,100,1.9,overcast clouds
632,Hohhot,CN,40.8106,111.6522,61.09,48,20,0.0,few clouds
633,Batemans Bay,AU,-35.7167,150.1833,48.09,60,88,4.88,overcast clouds
634,Karaton,ID,-6.3424,106.1045,72.72,93,65,1.01,broken clouds
635,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.69,97,93,2.95,overcast clouds
636,Muscatine,US,41.4667,-91.1335,96.64,38,0,17.27,clear sky
637,Kudahuvadhoo,MV,2.6708,72.8944,82.74,71,13,7.09,few clouds
638,Diego De Almagro,CL,-26.3667,-70.05,52.32,61,99,2.8,overcast clouds
639,Alyangula,AU,-13.8483,136.4192,75.97,73,72,11.32,broken clouds
640,San Andres,CO,12.5847,-81.7006,80.62,83,100,16.11,overcast clouds
641,Mankapur,IN,27.0333,82.2333,91.78,31,6,3.65,clear sky
642,Gorin,RU,51.1983,136.6669,72.27,65,55,5.66,broken clouds
643,Caratinga,BR,-19.7897,-42.1392,59.25,79,79,0.45,broken clouds
644,Yangambi,CD,0.8102,24.4336,71.33,90,86,0.92,overcast clouds
645,Horsham,GB,51.064,-0.3272,60.51,77,0,4.61,clear sky
646,Gamba,GA,-2.65,10.0,72.77,90,100,5.08,overcast clouds
647,Pontianak,ID,-0.0333,109.3333,75.18,94,20,3.44,few clouds
648,Thongwa,MM,16.7619,96.5278,78.96,86,86,4.54,light rain
649,Moroni,KM,-11.7022,43.2551,75.4,74,5,3.78,clear sky
650,Kousseri,CM,12.0769,15.0306,89.91,38,59,4.14,broken clouds
651,Dwarka,IN,22.2394,68.9678,84.42,77,76,11.81,broken clouds
652,Chatrapur,IN,19.35,84.9833,84.24,85,100,9.75,overcast clouds
653,Buala,SB,-8.145,159.5921,82.78,76,94,10.71,light rain
654,Maragogi,BR,-9.0122,-35.2225,76.06,78,15,4.94,few clouds
655,Karasburg,NA,-28.0167,18.75,41.94,91,2,8.55,clear sky
656,Greensburg,US,40.3015,-79.5389,81.46,83,0,11.5,clear sky
657,Along,IN,28.1667,94.7667,72.52,100,100,1.07,overcast clouds
658,Pljevlja,ME,43.3333,19.3333,49.03,94,19,1.61,few clouds
659,Tura,IN,25.5198,90.2201,72.75,97,100,5.66,very heavy rain
660,Shakawe,BW,-18.3667,21.85,56.03,44,0,3.33,clear sky
661,Aranda De Duero,ES,41.6704,-3.6892,68.32,50,52,10.49,broken clouds
662,Churapcha,RU,62.0025,132.4325,57.79,80,100,1.7,overcast clouds
663,Seoul,KR,37.5683,126.9778,60.24,94,100,9.22,mist
664,Coahuayana,MX,18.7333,-103.6833,85.53,66,100,6.6,overcast clouds
665,Waipawa,NZ,-41.4122,175.5153,53.15,63,7,18.07,clear sky
666,Ustyuzhna,RU,58.8394,36.4321,55.24,97,98,7.78,overcast clouds
667,Nyuksenitsa,RU,60.4128,44.2397,58.69,83,74,5.32,broken clouds
668,Santa Rosa,PH,14.3122,121.1114,84.18,87,89,3.36,overcast clouds
669,Mutsu,JP,41.2894,141.2169,60.17,72,100,11.83,overcast clouds
670,Dutse,NG,11.7594,9.3392,79.36,62,100,8.5,overcast clouds
671,Daura,NG,11.5538,11.4085,84.22,47,53,5.97,broken clouds
672,Devonport,AU,-41.1667,146.35,52.99,88,100,13.0,overcast clouds
673,Palana,RU,59.1167,159.9667,44.02,74,2,4.23,clear sky
674,Voznesenye,RU,61.0106,35.4781,53.49,82,99,2.53,light rain
675,Belaya Gora,RU,68.5333,146.4167,68.52,40,35,10.38,scattered clouds
676,Tampakan,PH,6.4442,124.9264,76.44,85,100,1.36,overcast clouds
677,Kang,BW,-23.6752,22.7876,50.7,46,6,10.83,clear sky
678,Pinotepa Nacional,MX,16.3167,-98.0167,81.9,73,59,8.1,broken clouds
679,Sabzevar,IR,36.2126,57.6819,79.88,29,0,4.61,clear sky
680,Singapore,SG,1.2897,103.8501,78.84,95,75,2.3,broken clouds
681,Beeville,US,28.4008,-97.7483,91.29,62,40,18.41,scattered clouds
682,Akyab,MM,20.15,92.9,80.94,83,98,3.91,moderate rain
683,Tiznit,MA,29.5833,-9.5,74.61,59,77,4.59,broken clouds
684,Le Pont-De-Claix,FR,45.1244,5.7064,62.46,75,18,5.14,few clouds
685,Opuwo,NA,-18.0607,13.84,52.56,37,4,3.38,clear sky
686,Singkang,MY,2.1006,102.7994,74.44,95,100,1.07,overcast clouds
687,Cap Malheureux,MU,-19.9842,57.6142,69.48,75,70,3.0,broken clouds
688,Mandaguari,BR,-23.5475,-51.6708,54.68,82,0,5.88,clear sky
689,Kargil,IN,34.5667,76.1,52.21,50,22,3.13,few clouds
690,Domodossola,IT,46.1165,8.2931,72.45,77,64,2.37,broken clouds
691,Polunochnoye,RU,60.8697,60.4153,52.2,56,90,2.28,overcast clouds
692,Nanaimo,CA,49.1663,-123.936,68.09,58,20,9.22,few clouds
693,Aguilas,ES,37.4063,-1.5829,79.2,57,79,5.97,broken clouds
694,Aron,IN,24.3833,77.4167,84.51,57,95,8.08,overcast clouds
695,Mukhen,RU,48.1,136.1,73.26,64,19,3.2,few clouds
696,Yendi,GH,9.4427,-0.0099,79.36,72,99,4.76,overcast clouds
697,Mogadishu,SO,2.0371,45.3438,78.44,82,85,17.96,overcast clouds
698,Katra,IN,32.9833,74.95,78.94,31,1,9.57,clear sky
699,Ishigaki,JP,24.3448,124.1572,84.33,94,75,8.05,broken clouds
700,Hasaki,JP,35.7333,140.8333,64.29,83,100,14.0,light rain
701,Cascais,PT,38.6979,-9.4215,72.97,71,4,5.99,clear sky
702,Esna,EG,25.2934,32.554,85.1,24,0,8.84,clear sky
703,Dandong,CN,40.1292,124.3947,61.18,69,100,1.77,overcast clouds
704,Bloemendaal,NL,52.4,4.6167,58.93,81,0,5.75,clear sky
705,Shache,CN,38.4167,77.2406,76.71,18,46,11.36,scattered clouds
706,Kamalapuram,IN,14.5833,78.65,86.4,58,100,10.04,heavy intensity rain
707,Richards Bay,ZA,-28.783,32.0377,67.3,61,100,9.69,overcast clouds
708,Cuamba,MZ,-14.8031,36.5372,60.48,59,47,1.59,scattered clouds
709,Rongcheng,CN,30.634,117.8517,73.89,85,1,1.59,clear sky
710,Chapayevka,UA,47.4711,36.3451,61.14,91,77,1.77,broken clouds
